Total Population,Female Population,Male Population,Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),GDP in USD,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
326838199.0,165118706.0,161719493.0,1.37000000476837,0.759999990463257,8.77999973297119,20527156026000.0,186793487000.0,10318.041668669905,10.12,89.28966179332612,2018,USA
325122128.0,164262696.0,160859432.0,1.42999994754791,0.75,8.71000003814697,19479620056000.0,184943353000.0,10318.041668669905,9.92,89.28966179332612,2017,USA
323071755.0,163245938.0,159825817.0,1.42999994754791,0.769999980926514,8.71000003814697,18695110842000.0,176228444000.0,10318.041668669905,9.46,89.28966179332612,2016,USA
320738994.0,162095782.0,158643212.0,1.44000005722046,0.759999990463257,8.82999992370605,18206020741000.0,188238199000.0,10318.041668669905,9.03,82.4278282452692,2015,USA
318386329.0,160946434.0,157439895.0,1.35000002384186,0.699999988079071,8.85999965667725,17550680174000.0,205705398000.0,12993.9655794706,9.22,83.0890424221381,2014,USA
316059947.0,159819809.0,156240138.0,1.32000005245209,0.670000016689301,8.81999969482422,16843190993000.0,222512729000.0,13004.0235689845,9.08,82.9405096870129,2013,USA
313877662.0,158770009.0,155107653.0,1.37999999523163,0.759999990463257,8.75,16253972230000.0,186811721000.0,12964.1879389302,8.73,83.4371776188128,2012,USA
311583481.0,157660006.0,153923475.0,1.45000004768372,0.769999980926514,8.72000026702881,15599728123000.0,187283956000.0,13245.8819278677,8.36,83.714052768764,2011,USA
309327143.0,156560332.0,152766811.0,1.41999995708466,0.740000009536743,8.46000003814697,15048964444000.0,154919659000.0,13394.9027551068,7.44,84.1505880660269,2010,USA
306771529.0,155298019.0,151473510.0,1.35000002384186,0.680000007152557,8.65999984741211,14478064934000.0,139030815000.0,12913.7146883015,7.35,84.1542537153329,2009,USA
304093966.0,153964934.0,150129032.0,1.3400000333786,0.689999997615814,9.60000038146973,14769857911000.0,155526692000.0,13663.4279681827,6.85,84.968221692611,2008,USA
301231207.0,152533798.0,148697409.0,1.28999996185303,0.649999976158142,10.0600004196167,14474226905000.0,155615884000.0,13657.4528282523,6.3,85.614705182945,2007,USA
298379912.0,151111214.0,147268698.0,1.38999998569489,0.740000009536743,10.0500001907349,13815586948000.0,139466580000.0,13583.2669593387,6.4,85.626472526822,2006,USA
295516599.0,149690393.0,145826206.0,1.4099999666214,0.75,10.25,13039199193000.0,150016842000.0,13704.5770481407,5.84,86.018535392161,2005,USA
292805298.0,148355637.0,144449661.0,1.47000002861023,0.779999971389771,10.4499998092651,12217193198000.0,154606580000.0,13388.5897105591,5.48,86.1243128703203,2004,USA
290107933.0,147035365.0,143072568.0,1.5,0.810000002384186,10.7600002288818,11456442041000.0,128432169000.0,13307.4920085002,5.33,86.2783854149701,2003,USA
287625193.0,145830133.0,141795060.0,1.53999996185303,0.839999973773956,10.960000038147,10929112955000.0,106418069000.0,13296.1822993023,4.84,86.2490843609645,2002,USA
284968955.0,144541124.0,140427831.0,1.52999997138977,0.829999983310699,11.8900003433228,10581929774000.0,119497180000.0,13046.6141478464,4.68,86.3459809106252,2001,USA
282162411.0,143178430.0,138983981.0,1.62999999523163,0.860000014305115,12.710000038147,10250947997000.0,117942832000.0,13671.0520240061,5.43,85.8808305392289,2000,USA
279040000.0,141656845.0,137383155.0,1.67999994754791,0.899999976158142,13.0200004577637,9631174489000.0,110878031000.0,13281.8699827982,5.70972659311957,85.7846010464005,1999,USA
275854000.0,140104345.0,135749655.0,1.72000002861023,0.920000016689301,13.3199996948242,9062818202000.0,110022333000.0,13154.7630268185,4.5342968895809,86.0865943299391,1998,USA
